Run,Raw_Material_USD_kWh,CVD_Coating_USD_kWh,Cell_Assembly_USD_kWh,BOS_USD_kWh,Overhead_USD_kWh,Cumulative_Production_GWh,Learning_Rate,LR_Multiplier,Total_System_Cost_USD_kWh
346,66.16,18.53,23.35,22.17,21.07,2.4,0.122,0.9676,146.39
347,51.03,81.0,13.18,28.38,14.75,62.79,0.1699,0.8466,159.45
348,34.49,41.36,28.36,20.6,10.82,13.47,0.1978,0.8853,120.06
349,54.19,42.02,27.96,20.8,9.55,85.15,0.1707,0.8348,129.0
350,44.64,22.85,17.57,24.92,12.97,55.93,0.1489,0.8693,106.88
351,50.93,27.66,26.89,26.44,15.73,40.38,0.1119,0.9096,134.31
352,43.73,42.94,10.04,25.55,19.37,80.66,0.1537,0.8531,120.83
353,51.5,30.42,35.68,19.68,17.67,73.45,0.1241,0.8839,136.95
354,48.66,38.96,22.14,23.05,12.66,91.68,0.1744,0.8285,120.53
355,44.42,25.62,22.43,24.25,10.99,72.76,0.1328,0.876,111.88
356,36.49,20.49,28.73,20.25,14.38,18.06,0.1155,0.9261,111.44
357,36.47,54.58,27.33,16.61,14.66,87.26,0.1141,0.8889,133.03
358,32.4,24.45,17.35,15.99,13.79,10.35,0.1148,0.9395,97.69
359,39.4,50.36,25.23,21.51,16.92,80.47,0.1695,0.8381,128.59
360,48.86,25.03,27.14,23.51,12.17,94.08,0.105,0.8962,122.51
361,44.65,32.85,20.82,18.17,14.44,95.11,0.1963,0.8054,105.45
362,33.8,29.98,28.95,16.94,15.86,68.08,0.1198,0.8898,111.7
363,47.74,32.18,18.63,17.94,10.3,90.66,0.133,0.8695,110.25
364,30.59,47.4,28.0,20.6,15.96,96.47,0.117,0.8836,125.96
365,42.66,67.23,17.53,23.12,17.89,77.69,0.1883,0.8215,138.35
366,51.16,32.42,22.88,21.49,17.31,36.94,0.1036,0.9182,133.37
367,30.59,36.74,16.85,20.03,14.92,30.95,0.1716,0.8709,103.75
368,41.36,31.42,29.01,25.56,11.69,25.58,0.1112,0.9208,128.02
369,34.41,36.23,31.25,30.89,12.39,47.06,0.2,0.8318,120.77
370,53.03,26.26,33.53,20.05,14.37,67.14,0.1388,0.8728,128.5
371,58.0,23.13,22.93,26.43,15.45,5.3,0.1322,0.9472,138.23
372,44.44,39.86,21.14,17.25,12.02,69.5,0.1391,0.8715,117.39
373,47.03,38.27,30.07,24.57,16.03,33.33,0.1366,0.8951,139.61
374,50.93,55.13,25.3,16.71,13.11,35.61,0.1175,0.9082,146.38
375,46.12,35.7,21.8,18.58,13.99,23.49,0.1871,0.87,118.49
376,33.41,34.35,21.74,19.84,16.97,14.17,0.1633,0.9036,114.13
377,36.44,43.05,25.15,12.31,7.6,68.56,0.1348,0.8758,109.08
378,36.38,51.9,31.11,12.71,14.87,15.31,0.1375,0.9167,134.72
379,26.14,32.85,19.72,16.6,14.3,62.88,0.1074,0.903,98.98
380,47.82,12.5,31.59,25.3,11.81,87.53,0.1389,0.8648,111.57
381,29.99,23.0,24.1,19.04,20.62,84.44,0.1767,0.8294,96.82
382,46.63,53.7,31.08,23.66,11.82,36.78,0.1407,0.889,148.37
383,34.19,69.24,23.97,13.42,17.35,73.78,0.1451,0.8641,136.66
384,38.22,59.66,29.19,21.44,17.07,59.66,0.1186,0.8943,148.08
385,44.46,29.37,20.85,21.76,16.13,20.62,0.1153,0.923,122.36
386,52.22,30.69,27.12,16.16,11.67,27.38,0.1706,0.8761,120.77
387,46.96,47.05,28.26,27.45,17.2,49.58,0.1681,0.8568,143.01
388,39.06,44.5,15.7,14.97,12.85,92.63,0.1624,0.84,106.74
389,39.73,12.95,33.18,19.03,8.29,63.26,0.1773,0.8398,95.05
390,30.58,35.61,17.74,29.82,14.72,51.74,0.1468,0.8736,112.23
391,45.09,34.25,30.42,16.19,15.39,64.96,0.1125,0.8977,126.89
392,39.34,22.08,22.53,17.51,17.25,15.99,0.1546,0.9049,107.43
393,32.56,27.56,28.84,20.62,12.8,13.32,0.1254,0.9276,113.51
394,46.23,38.9,27.13,14.69,20.49,97.1,0.1701,0.8306,122.45
395,51.35,32.08,23.27,22.07,14.91,83.88,0.1656,0.8403,120.74
396,38.57,50.81,20.57,12.88,17.82,55.38,0.1252,0.8904,125.23
397,35.5,70.78,23.77,20.0,17.1,47.22,0.1865,0.843,140.91
398,35.37,51.08,22.6,25.79,16.45,34.82,0.1894,0.8528,129.02
399,43.21,41.85,26.84,22.56,18.57,53.88,0.1687,0.8533,130.58
400,30.46,32.98,25.43,19.84,14.27,95.78,0.142,0.8591,105.64
401,40.6,48.13,21.02,18.71,16.71,7.5,0.1598,0.9257,134.4
402,36.75,27.28,18.86,19.66,14.76,59.05,0.1333,0.8815,103.42
403,44.04,28.12,22.93,18.85,14.74,95.09,0.1343,0.8669,111.56
404,44.65,21.39,24.59,21.59,13.05,77.33,0.149,0.8589,107.6
405,31.02,18.83,21.23,22.58,14.78,78.88,0.1312,0.8752,94.91
406,45.34,58.42,26.9,20.57,19.08,64.69,0.1721,0.8436,143.68
407,43.66,38.99,23.89,22.8,17.02,93.0,0.1141,0.8875,129.89
408,38.48,43.29,29.92,22.06,16.29,93.31,0.1088,0.8926,133.9
409,36.56,33.27,26.87,15.02,13.18,52.23,0.153,0.8679,108.4
410,36.6,74.53,27.98,10.66,13.13,74.87,0.1459,0.8628,140.56
411,38.63,70.73,22.14,20.69,12.74,98.82,0.1354,0.8647,142.61
412,32.55,34.77,31.42,18.2,18.9,45.42,0.1888,0.8426,114.45
413,34.53,34.61,26.28,20.81,17.58,36.43,0.1521,0.8803,117.79
414,41.63,32.05,31.59,26.69,10.4,11.89,0.1834,0.8982,127.86
415,35.43,22.41,29.38,18.93,17.89,67.07,0.1762,0.8385,104.0
416,47.03,29.71,23.98,21.24,18.64,14.89,0.1527,0.9083,127.71
417,38.95,30.85,21.97,16.62,15.7,55.74,0.1842,0.8384,104.04
418,36.2,14.42,25.51,21.97,19.81,6.97,0.1602,0.9278,109.39
419,42.65,14.07,23.57,16.87,11.86,99.49,0.1216,0.8783,95.75
420,36.75,34.11,21.48,24.0,15.67,66.57,0.1389,0.8729,115.24
421,33.76,48.83,19.71,20.49,19.18,6.46,0.1894,0.9174,130.24
422,37.3,25.72,34.62,19.42,16.97,71.99,0.1322,0.8768,117.52
423,23.66,70.47,18.23,13.45,20.66,61.29,0.1051,0.9057,132.66
424,24.23,31.28,15.38,14.51,13.08,69.91,0.1917,0.8226,81.0
425,32.64,24.94,26.93,22.32,12.14,81.41,0.1521,0.8543,101.63
426,30.45,19.8,21.39,24.65,13.05,70.86,0.1773,0.8354,91.35
427,45.2,36.39,23.51,20.97,14.18,17.82,0.1459,0.907,127.22
428,50.08,15.66,18.15,19.09,21.6,27.45,0.1632,0.8813,109.79
429,42.6,25.93,27.04,20.19,13.07,19.49,0.1587,0.896,115.42
430,24.83,35.63,26.42,19.43,14.24,71.23,0.1097,0.898,108.25
431,28.72,20.01,29.75,17.19,11.46,40.78,0.1154,0.9065,97.12
432,42.8,28.4,27.76,14.6,13.15,7.26,0.1834,0.9159,116.05
433,38.63,35.35,23.55,14.63,15.46,49.18,0.1125,0.9043,115.41
434,25.15,21.51,16.94,17.25,8.34,45.42,0.1298,0.8918,79.54
435,33.14,45.41,21.01,20.37,14.41,56.7,0.1603,0.8589,115.38
436,31.4,51.01,20.75,14.69,12.31,91.44,0.1917,0.8116,105.63
437,51.66,23.36,19.49,19.71,15.67,81.04,0.1389,0.8671,112.61
438,45.64,32.3,31.47,17.0,18.42,76.14,0.152,0.8566,124.07
439,37.7,33.3,31.95,13.31,13.69,21.41,0.1967,0.8672,112.7
440,41.83,40.21,22.44,17.43,15.42,90.81,0.1752,0.8281,113.71
441,41.17,31.07,29.05,20.95,13.52,37.35,0.1326,0.895,121.49
442,40.63,26.22,26.3,17.48,17.89,44.72,0.1746,0.8551,109.89
443,54.61,22.93,22.08,25.91,14.25,4.31,0.1344,0.9513,132.98
444,51.27,48.91,25.48,22.49,18.13,65.49,0.1668,0.848,141.01
445,52.2,27.77,15.18,24.22,15.66,94.36,0.1181,0.8831,119.24
446,42.65,25.66,17.14,32.43,19.75,26.63,0.1094,0.9212,126.77
447,37.3,53.21,27.11,17.71,16.52,22.83,0.1393,0.9041,137.29
448,30.07,37.08,29.71,14.27,15.25,20.19,0.1198,0.9205,116.34
449,32.04,23.25,29.53,16.86,17.84,31.41,0.1826,0.8621,103.04
450,48.11,32.37,19.73,20.27,20.16,74.69,0.1612,0.8485,119.35
451,29.81,23.75,29.41,21.57,19.74,84.41,0.1069,0.8967,111.44
452,38.56,21.83,28.31,20.74,22.05,73.49,0.1382,0.8706,114.48
453,28.92,28.14,27.29,18.21,14.72,31.58,0.1431,0.8918,104.59
454,39.22,32.25,24.3,21.65,15.84,65.74,0.1828,0.8332,111.03
455,31.51,27.34,22.38,24.57,14.09,60.78,0.1889,0.8309,99.61
456,45.31,43.47,28.67,16.99,12.31,49.5,0.1411,0.8798,129.12
457,38.05,45.42,28.99,16.28,16.76,52.37,0.1803,0.8443,122.84
458,33.53,26.37,23.96,27.86,7.6,53.0,0.1765,0.8471,101.07
459,32.35,32.63,27.14,15.5,16.19,19.01,0.1076,0.93,115.14
460,41.07,28.99,27.32,23.39,19.13,92.86,0.1119,0.8896,124.46
461,40.41,23.56,24.48,19.21,17.48,67.25,0.1282,0.8824,110.43
462,35.58,37.27,21.53,25.94,17.3,89.75,0.1697,0.8339,114.77
463,37.45,16.5,25.35,18.84,9.5,31.31,0.1101,0.9169,98.7
464,36.06,23.85,29.33,21.59,19.98,41.77,0.163,0.8671,113.42
465,22.57,21.98,20.67,14.75,13.86,34.84,0.1,0.9223,86.53
466,39.69,24.38,30.79,17.29,16.67,85.18,0.1668,0.8386,108.04
467,27.55,22.67,21.32,20.99,13.69,59.31,0.1957,0.8258,87.72
468,32.9,18.34,34.09,17.33,14.47,24.01,0.1874,0.869,101.79
469,42.57,31.15,29.0,14.86,17.39,51.34,0.1774,0.8475,114.37
470,38.08,30.17,22.79,28.5,18.69,55.76,0.1284,0.8874,122.67
471,52.22,34.86,18.23,19.92,14.3,85.71,0.105,0.8982,125.33
472,33.62,38.46,22.25,24.58,15.51,27.21,0.1886,0.8633,116.05
473,36.71,41.17,23.47,27.63,11.61,27.63,0.1123,0.9182,129.09
474,41.3,25.37,23.35,17.91,18.19,15.16,0.1041,0.9371,118.18
475,39.7,35.87,21.64,19.66,8.62,14.89,0.1575,0.9054,113.62
476,48.38,31.52,25.17,20.31,10.74,11.1,0.1534,0.9169,124.81
477,45.12,33.52,24.55,21.89,7.99,3.43,0.118,0.9618,128.0
478,51.11,29.15,21.06,24.47,14.08,23.04,0.1521,0.895,125.17
479,27.07,25.39,30.29,23.9,14.63,26.53,0.1254,0.9097,110.33
480,46.29,31.73,30.61,22.88,16.13,57.42,0.1767,0.8439,124.59
481,32.15,28.93,25.07,18.71,18.21,27.04,0.1837,0.867,106.71
482,43.56,39.45,29.73,19.97,13.98,92.63,0.1323,0.8696,127.56
483,38.05,51.08,28.21,14.99,16.41,5.49,0.1954,0.9207,136.94
484,34.49,24.03,21.99,22.85,10.65,43.15,0.1392,0.8855,100.96
485,49.39,28.23,27.17,29.24,16.77,18.15,0.193,0.8763,132.15
486,26.58,88.48,20.6,21.05,13.86,5.4,0.1571,0.9367,159.77
487,54.5,16.9,20.3,25.59,13.98,38.79,0.1161,0.9071,119.08
488,45.05,18.38,28.05,23.35,14.87,67.61,0.1429,0.8688,112.68
489,41.35,53.34,27.57,17.82,12.77,90.62,0.1339,0.8686,132.76
490,38.81,75.24,27.25,16.46,14.43,4.25,0.1796,0.9354,161.06
491,37.04,62.58,25.71,15.45,18.86,80.83,0.1798,0.8281,132.19
492,43.75,39.69,16.43,20.48,18.52,15.97,0.1837,0.887,123.18
493,28.85,29.46,17.51,22.23,15.61,38.39,0.1089,0.9131,103.77
494,15.41,31.36,26.87,22.44,14.23,65.13,0.1049,0.9045,99.78
495,40.69,41.09,28.68,15.46,12.87,28.73,0.1912,0.8591,119.23
496,34.03,50.88,21.44,24.93,12.02,91.09,0.1222,0.88,126.11
497,32.67,43.38,33.48,17.78,18.52,54.15,0.1375,0.8803,128.37
498,27.4,15.63,21.8,20.49,14.98,62.86,0.1503,0.8643,86.69
499,49.63,21.86,30.93,17.43,9.29,19.03,0.195,0.8731,112.76
500,54.56,39.11,16.7,15.27,11.06,45.03,0.1671,0.8611,117.71
501,39.59,20.12,20.83,14.96,11.93,1.16,0.1319,0.978,105.06
502,38.75,16.34,26.74,22.84,6.12,50.89,0.1643,0.8591,95.19
503,43.39,49.65,23.42,19.96,12.79,50.06,0.1968,0.8319,124.12
504,42.91,38.8,29.13,15.6,8.23,39.56,0.1022,0.9178,123.61
505,35.84,65.03,26.32,17.52,15.8,59.82,0.1204,0.8926,143.26
506,49.7,51.62,32.21,25.69,14.97,75.19,0.1622,0.8474,147.61
507,49.06,27.28,22.5,23.53,17.96,6.45,0.1021,0.9555,134.09
508,45.94,38.63,19.53,22.45,16.09,28.17,0.1867,0.8632,123.14
509,54.22,25.5,23.87,28.44,22.87,15.93,0.1402,0.9139,141.57
510,46.19,18.36,22.96,26.01,13.95,27.04,0.1784,0.8709,111.0
511,34.75,56.46,21.65,20.14,13.25,16.83,0.1734,0.8915,130.39
512,40.63,32.38,20.66,17.83,18.25,80.42,0.1618,0.8454,109.69
513,47.52,60.01,17.84,30.34,15.76,6.83,0.1599,0.9285,159.21
514,31.59,36.55,31.46,24.82,15.09,13.35,0.1994,0.8847,123.43
515,37.82,39.12,17.58,17.82,17.99,60.62,0.1059,0.9053,117.98
516,27.33,44.08,24.58,14.67,18.21,99.36,0.1418,0.8581,110.6
517,56.09,32.52,25.65,11.01,9.55,92.1,0.183,0.8199,110.54
518,43.26,31.83,26.79,14.88,14.56,61.88,0.1435,0.871,114.38
519,44.77,38.56,24.77,18.08,16.34,40.48,0.1745,0.8589,122.4
520,27.93,57.61,17.82,25.36,7.19,39.3,0.1763,0.8585,116.68
521,48.9,42.83,21.04,23.96,12.6,86.73,0.1128,0.8905,132.97
522,42.49,35.24,24.73,21.07,16.53,4.38,0.1922,0.9298,130.23
523,25.61,29.7,24.96,22.46,17.95,29.67,0.1489,0.8893,107.32
524,43.65,33.38,19.01,16.87,13.92,14.96,0.1746,0.895,113.52
525,32.18,24.78,28.14,14.77,11.72,21.21,0.1952,0.8686,96.92
526,40.45,23.63,20.49,19.08,15.3,8.86,0.1582,0.9214,109.6
527,46.02,31.83,33.36,23.95,14.6,26.56,0.1643,0.8817,132.04
528,41.56,35.08,15.37,20.18,13.16,24.89,0.1325,0.9064,113.61
529,25.25,46.82,27.67,22.84,10.66,26.74,0.1661,0.8802,117.26
530,42.12,22.28,25.7,20.15,13.56,23.22,0.1098,0.924,114.39
531,46.82,35.15,24.12,14.81,10.26,23.27,0.1254,0.9132,119.76
532,38.4,41.52,28.09,21.15,12.76,81.91,0.1823,0.8251,117.09
533,44.13,23.64,21.36,18.46,14.77,73.29,0.1485,0.861,105.36
534,44.26,29.12,23.39,24.34,13.0,68.84,0.1091,0.8994,120.62
535,23.83,47.42,19.54,13.68,20.7,24.59,0.1796,0.8736,109.35
536,50.0,34.18,31.68,26.13,14.55,60.27,0.1774,0.8415,131.73
537,35.52,15.62,22.29,15.07,17.71,75.14,0.1128,0.8939,94.94
538,34.2,47.7,22.12,18.87,15.34,21.83,0.1571,0.8933,123.48
539,34.44,36.27,31.54,14.06,11.41,42.34,0.1684,0.8622,110.11
540,49.84,18.41,16.46,24.06,13.08,57.7,0.1249,0.8896,108.39
541,51.79,24.64,33.27,15.54,14.49,25.84,0.1906,0.8639,120.7
542,43.78,33.28,24.48,17.82,13.05,73.22,0.1541,0.8559,113.32
543,36.15,39.66,30.07,24.16,14.92,58.43,0.1978,0.8245,119.52
544,63.27,52.81,27.59,17.96,13.03,31.23,0.1931,0.8544,149.23
545,39.86,24.41,15.25,19.69,15.27,36.89,0.1931,0.8476,97.02
546,34.78,29.22,28.34,22.34,17.88,37.19,0.1188,0.906,120.1
547,48.2,49.84,19.65,21.41,17.46,47.51,0.1392,0.8827,138.19
548,39.03,53.16,23.78,20.86,16.01,54.87,0.1018,0.9111,139.24
549,56.72,30.75,33.48,17.66,15.46,48.39,0.1828,0.8452,130.23
550,33.23,28.28,22.19,18.43,11.73,16.02,0.1558,0.9041,102.93
551,38.55,42.75,30.59,21.74,18.32,66.87,0.1244,0.8861,134.64
552,52.26,15.28,20.18,18.85,9.6,11.29,0.1757,0.9043,105.06
553,43.91,34.81,32.36,21.02,13.97,17.58,0.1929,0.8776,128.2
554,37.63,34.63,24.41,12.32,12.29,65.83,0.1575,0.8562,103.84
555,32.62,29.03,27.2,19.89,16.81,45.36,0.1551,0.8708,109.33
556,30.91,42.27,24.52,22.13,20.16,57.46,0.1522,0.8656,121.18
557,29.64,54.17,25.12,22.65,13.94,28.44,0.1989,0.854,124.27
558,47.77,23.69,18.22,19.16,19.9,7.75,0.1724,0.9188,118.29
559,46.28,26.16,22.45,21.28,13.49,94.02,0.1725,0.8294,107.54
560,44.17,45.69,21.38,17.58,13.15,52.45,0.1216,0.895,127.06
561,31.16,19.58,18.46,25.66,12.97,46.48,0.1693,0.8581,92.53
562,37.67,28.29,25.39,18.64,18.67,93.48,0.1816,0.8206,105.57
563,42.61,83.32,32.01,25.1,18.52,98.39,0.1113,0.8888,179.16
564,50.09,37.75,20.54,19.56,14.02,6.48,0.1802,0.9213,130.78
565,42.89,31.24,33.37,15.35,16.85,32.65,0.1973,0.8494,118.65
566,41.06,17.56,24.3,19.07,13.35,64.11,0.1608,0.8542,98.52
567,32.57,13.37,22.73,16.01,18.25,89.47,0.1838,0.8202,84.43
568,47.21,53.55,23.65,18.91,13.53,58.88,0.1601,0.8577,134.54
569,37.77,21.98,36.23,15.89,17.77,98.41,0.1002,0.8999,116.67
570,28.72,35.64,26.87,19.09,17.35,68.5,0.1563,0.8561,109.3
571,32.92,58.27,26.88,23.93,16.39,2.05,0.1947,0.9529,150.93
572,45.47,28.68,28.06,25.73,8.44,49.61,0.1632,0.861,117.42
573,45.73,29.12,18.41,17.54,17.31,95.59,0.1628,0.8385,107.42
574,18.55,46.24,30.51,22.9,18.62,18.78,0.1775,0.8849,121.08
575,39.27,60.18,20.85,26.08,15.7,93.63,0.1491,0.8527,138.21
576,29.66,49.11,20.25,15.35,17.75,27.56,0.1861,0.8645,114.22
577,43.17,63.02,22.67,13.15,14.83,91.39,0.1355,0.8668,135.94
578,44.71,13.91,23.79,14.47,12.65,61.39,0.1499,0.8655,94.79
579,31.41,41.43,25.01,19.81,14.71,37.41,0.1924,0.8475,112.18
580,40.08,58.5,23.47,11.3,19.67,91.16,0.1856,0.8177,125.12
581,46.69,41.91,22.25,24.59,16.16,9.7,0.1162,0.9402,142.53
582,48.19,33.04,21.72,11.07,12.83,74.09,0.1624,0.8477,107.53
583,33.24,21.44,25.18,19.96,17.72,59.75,0.1864,0.8338,98.0
584,48.63,26.1,16.17,21.28,17.38,38.49,0.1992,0.841,108.97
585,42.06,63.76,25.13,22.77,18.92,54.07,0.1997,0.8262,142.63
586,36.05,34.5,31.36,24.52,11.7,76.51,0.1399,0.8679,119.88
587,39.28,27.2,26.54,26.56,12.93,12.59,0.1784,0.8989,119.11
588,46.4,18.82,28.7,21.57,19.35,27.2,0.1984,0.8561,115.44
589,46.26,42.17,31.9,17.62,14.29,38.72,0.176,0.8593,130.82
590,47.26,25.36,28.13,20.75,7.01,73.51,0.1376,0.8711,111.96
591,34.62,34.55,22.1,21.59,10.34,90.29,0.1581,0.845,104.1
592,41.79,69.8,22.51,20.96,17.61,93.35,0.184,0.8183,141.31
593,38.08,48.14,25.57,18.09,13.51,38.64,0.1844,0.8527,122.26
594,41.7,59.1,18.84,24.83,13.02,46.32,0.1684,0.859,135.28
595,35.94,37.07,37.63,18.45,19.95,90.82,0.1325,0.8699,129.66
596,52.7,46.55,25.03,19.52,15.7,6.53,0.1837,0.9194,146.65
597,39.86,59.58,32.49,16.64,18.2,73.64,0.1177,0.8898,148.38
598,38.89,25.12,24.18,23.71,15.65,60.0,0.1732,0.8454,107.83
599,43.55,34.49,25.35,28.78,13.8,19.04,0.1994,0.8702,127.02
600,48.87,26.57,24.77,24.8,10.09,80.25,0.1981,0.8108,109.55
601,40.36,27.44,31.38,15.71,13.6,8.43,0.1243,0.9394,120.7
602,37.5,32.99,37.43,16.77,13.92,13.46,0.1863,0.892,123.63
603,47.12,23.9,17.69,13.76,11.54,55.32,0.1056,0.9076,103.48
604,53.93,30.18,23.78,21.22,17.2,31.47,0.1534,0.8841,129.35
605,51.37,46.05,27.12,21.93,12.75,11.64,0.1123,0.9381,149.36
606,32.13,33.68,16.27,17.3,15.34,70.27,0.1757,0.8372,96.04
607,46.18,25.66,21.86,17.79,13.48,16.7,0.1295,0.9192,114.86
608,39.44,47.94,27.12,12.39,12.37,98.06,0.1035,0.8967,124.87
609,50.19,24.26,22.53,19.55,10.63,93.82,0.1477,0.854,108.59
610,54.67,22.5,25.12,17.21,13.13,41.12,0.1572,0.8723,115.7
611,21.01,56.58,27.5,17.25,14.3,74.98,0.1906,0.8208,112.16
612,40.11,49.08,22.39,29.15,15.35,80.88,0.1855,0.8226,128.39
613,36.35,30.55,20.21,22.67,13.67,56.34,0.1763,0.845,104.31
614,34.31,74.71,20.07,19.89,15.16,81.22,0.1041,0.9003,147.77
615,32.62,27.91,13.79,20.9,15.74,79.75,0.1519,0.8551,94.88
616,36.42,45.98,27.7,17.99,17.3,98.77,0.1774,0.8227,119.6
617,37.68,18.6,24.18,23.88,18.45,29.6,0.1902,0.8587,105.45
618,37.19,23.32,31.05,18.91,18.15,87.83,0.1597,0.8444,108.61
619,23.82,52.82,28.22,15.66,12.02,67.25,0.174,0.8405,111.4
620,41.02,61.78,25.39,26.52,15.28,18.15,0.1342,0.9139,155.37
621,48.44,32.96,26.79,16.85,19.6,16.78,0.1333,0.9167,132.59
622,35.54,87.11,16.34,28.21,13.52,78.96,0.1514,0.856,154.69
623,26.87,59.08,26.8,23.63,18.98,41.39,0.1608,0.8692,135.03
624,40.76,26.49,23.96,22.72,15.97,87.81,0.1972,0.8079,104.94
625,48.49,30.09,21.41,16.16,10.68,51.9,0.1094,0.9058,114.87
626,41.26,20.1,22.87,25.88,20.91,31.44,0.1878,0.8581,112.44
627,34.18,29.32,28.32,29.57,17.5,85.53,0.1526,0.8522,118.36
628,31.61,38.51,22.15,15.94,16.21,91.47,0.1008,0.9009,112.1
629,45.65,35.57,23.79,19.67,16.17,48.12,0.1585,0.866,121.98
630,38.14,35.43,27.86,16.41,15.88,49.47,0.1673,0.8575,114.68
631,35.85,52.16,23.72,18.62,13.5,91.62,0.1348,0.8674,124.78
632,35.14,37.41,25.89,19.32,17.15,34.73,0.1373,0.8934,120.53
633,41.76,46.03,24.47,25.18,13.91,63.91,0.1763,0.8402,127.17
634,40.94,41.85,30.53,14.3,11.76,5.27,0.1439,0.9426,131.37
635,40.43,39.26,25.86,22.88,12.68,99.91,0.1053,0.8945,126.21
636,32.28,50.6,16.8,23.04,9.88,14.41,0.1037,0.9384,124.44
637,31.8,48.24,28.98,16.33,14.28,18.61,0.1057,0.9317,130.1
638,34.79,22.31,21.75,20.1,11.75,16.19,0.1186,0.9267,102.58
639,42.32,72.45,22.43,17.71,13.14,5.65,0.1809,0.9256,155.54
640,44.4,36.73,23.93,20.49,10.63,77.81,0.191,0.8189,111.5
641,51.73,23.93,36.01,27.4,10.28,45.62,0.1326,0.8894,132.83
642,33.31,34.1,27.62,16.51,20.87,47.07,0.1754,0.8525,112.88
643,45.8,38.85,34.6,21.19,15.28,97.3,0.1992,0.8016,124.82
644,26.24,44.28,25.3,16.32,14.04,22.7,0.1847,0.8731,110.16
645,42.8,51.4,28.67,22.9,13.12,6.59,0.1621,0.9286,147.55
646,27.9,47.59,33.96,21.29,16.04,61.19,0.1095,0.9018,132.36
647,30.2,73.02,29.1,22.38,15.1,44.58,0.1853,0.8463,143.7
648,46.02,36.51,27.06,17.89,14.11,20.92,0.1098,0.9264,131.17
649,41.22,32.84,18.15,15.44,16.17,48.02,0.1223,0.8966,111.03
650,37.46,19.46,19.93,13.64,16.73,19.56,0.1492,0.902,96.72
651,28.85,51.59,26.49,20.04,8.41,95.66,0.1102,0.8906,120.57
652,42.95,44.66,30.06,22.15,15.08,89.59,0.1434,0.8596,133.17
653,40.69,27.91,24.32,21.58,16.16,52.75,0.1341,0.884,115.52
654,45.79,38.57,28.37,22.94,14.27,45.48,0.1239,0.8967,134.45
655,26.11,34.86,20.77,17.84,10.51,28.88,0.1476,0.8911,98.1
656,44.96,37.54,21.82,19.62,13.93,72.64,0.1169,0.8909,122.83
657,35.66,31.36,27.4,10.62,14.67,14.64,0.1073,0.9359,112.04
658,42.33,36.62,25.29,19.45,15.68,74.03,0.177,0.834,116.24
659,39.5,19.06,23.1,26.96,17.67,46.15,0.1422,0.881,111.26
660,33.19,29.76,22.33,20.74,17.92,56.94,0.114,0.8995,111.48
661,36.7,39.59,17.5,28.01,14.25,69.09,0.188,0.8265,112.44
662,32.98,26.4,24.88,21.74,16.06,73.28,0.1902,0.8221,100.35
663,35.8,40.89,17.71,23.99,14.66,68.34,0.1161,0.8932,118.84
664,32.73,79.95,23.46,22.85,17.7,31.51,0.1041,0.9213,162.78
665,43.21,22.05,24.16,23.33,17.31,15.76,0.1906,0.8833,114.89
666,33.12,16.81,32.15,21.31,17.02,30.51,0.1646,0.8767,105.57
667,44.46,56.7,19.74,23.41,14.46,18.28,0.189,0.8786,139.49
668,66.13,80.85,27.4,17.97,18.66,86.08,0.1077,0.8955,188.95
669,37.94,40.6,25.87,25.36,16.73,7.44,0.109,0.9495,139.11
670,27.34,35.09,19.72,26.23,13.84,57.62,0.1878,0.8339,101.93
671,56.83,27.04,25.31,21.58,15.35,92.34,0.1754,0.8272,120.87
672,42.79,43.43,18.38,18.56,12.96,97.44,0.1458,0.8547,116.34
673,38.96,34.78,25.31,15.17,16.39,88.66,0.1776,0.8266,107.97
674,37.0,49.16,23.91,21.54,15.98,50.53,0.1658,0.858,126.65
675,31.59,17.64,29.44,19.92,14.72,61.76,0.1758,0.842,95.4
676,37.29,39.89,21.43,17.42,11.89,15.62,0.1014,0.9381,120.0
677,33.76,25.07,13.89,16.06,16.75,21.99,0.1399,0.9047,95.48
678,33.83,51.13,22.11,15.79,15.82,22.89,0.1918,0.8678,120.35
679,44.69,22.14,28.11,20.25,11.07,53.92,0.1677,0.8541,107.83
680,47.77,45.02,25.74,21.93,16.97,55.88,0.1045,0.9083,142.99
681,38.19,27.73,22.13,22.09,14.21,22.41,0.1996,0.8633,107.36
682,44.02,29.41,31.05,32.83,11.87,19.84,0.1993,0.8685,129.57
683,56.76,49.17,23.6,22.91,16.59,75.72,0.1461,0.8623,145.76
684,33.27,25.45,28.92,24.45,12.4,25.42,0.1892,0.8655,107.75
685,26.93,19.2,25.12,20.02,10.13,58.8,0.1418,0.8741,88.63
686,46.66,36.03,28.36,14.44,15.52,21.52,0.1279,0.9135,128.81
687,34.13,26.87,28.85,18.31,12.63,51.43,0.1976,0.8301,100.26
688,35.78,20.23,31.7,27.16,15.69,62.44,0.1783,0.8393,109.58
689,40.98,40.26,21.1,16.7,19.39,97.66,0.1491,0.8514,117.85
690,49.91,39.3,27.85,20.33,18.41,12.62,0.1443,0.9182,143.06
691,41.05,36.67,18.84,20.2,14.06,70.85,0.1084,0.8994,117.66
692,23.04,42.88,27.8,26.18,14.63,73.7,0.1833,0.8283,111.44
693,42.87,15.76,16.57,22.18,9.33,23.01,0.1248,0.9139,97.51
